
1호선
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:23','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:25','yyyy-mm-dd hh24:mi'),1,1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:52','yyyy-mm-dd hh24:mi'),62,92);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:02','yyyy-mm-dd hh24:mi'),63,93);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:12','yyyy-mm-dd hh24:mi'),64,94);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:22','yyyy-mm-dd hh24:mi'),65,95);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:32','yyyy-mm-dd hh24:mi'),66,96);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:42','yyyy-mm-dd hh24:mi'),67,97);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:52','yyyy-mm-dd hh24:mi'),68,98);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:02','yyyy-mm-dd hh24:mi'),69,99);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:12','yyyy-mm-dd hh24:mi'),70,100);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:22','yyyy-mm-dd hh24:mi'),71,101);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:32','yyyy-mm-dd hh24:mi'),72,102);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:42','yyyy-mm-dd hh24:mi'),73,103);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:52','yyyy-mm-dd hh24:mi'),74,104);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:02','yyyy-mm-dd hh24:mi'),75,105);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:12','yyyy-mm-dd hh24:mi'),76,106);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:22','yyyy-mm-dd hh24:mi'),77,107);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:32','yyyy-mm-dd hh24:mi'),78,108);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:42','yyyy-mm-dd hh24:mi'),79,109);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:52','yyyy-mm-dd hh24:mi'),80,110);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:02','yyyy-mm-dd hh24:mi'),81,111);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:12','yyyy-mm-dd hh24:mi'),82,112);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:22','yyyy-mm-dd hh24:mi'),83,113);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:32','yyyy-mm-dd hh24:mi'),84,114);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:42','yyyy-mm-dd hh24:mi'),85,115);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:52','yyyy-mm-dd hh24:mi'),86,116);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:02','yyyy-mm-dd hh24:mi'),87,117);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:12','yyyy-mm-dd hh24:mi'),88,118);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:22','yyyy-mm-dd hh24:mi'),89,119);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:32','yyyy-mm-dd hh24:mi'),90,120);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:42','yyyy-mm-dd hh24:mi'),91,91);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:52','yyyy-mm-dd hh24:mi'),92,92);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:02','yyyy-mm-dd hh24:mi'),93,93);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:12','yyyy-mm-dd hh24:mi'),94,94);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:22','yyyy-mm-dd hh24:mi'),95,95);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:32','yyyy-mm-dd hh24:mi'),96,96);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:42','yyyy-mm-dd hh24:mi'),97,97);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:52','yyyy-mm-dd hh24:mi'),98,98);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:02','yyyy-mm-dd hh24:mi'),99,99);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:12','yyyy-mm-dd hh24:mi'),100,100);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:22','yyyy-mm-dd hh24:mi'),101,101);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:32','yyyy-mm-dd hh24:mi'),102,102);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:42','yyyy-mm-dd hh24:mi'),103,103);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:52','yyyy-mm-dd hh24:mi'),104,104);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:02','yyyy-mm-dd hh24:mi'),105,105);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:12','yyyy-mm-dd hh24:mi'),106,106);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:22','yyyy-mm-dd hh24:mi'),107,107);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 23:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:32','yyyy-mm-dd hh24:mi'),108,108);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 23:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:42','yyyy-mm-dd hh24:mi'),109,109);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 23:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:52','yyyy-mm-dd hh24:mi'),110,110);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 23:34','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 01:00','yyyy-mm-dd hh24:mi'),111,111);


5호선

insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 04:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 05:36','yyyy-mm-dd hh24:mi'),1,151);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 04:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 05:44','yyyy-mm-dd hh24:mi'),2,152);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 04:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 05:52','yyyy-mm-dd hh24:mi'),3,153);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 04:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:00','yyyy-mm-dd hh24:mi'),4,154);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 04:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:08','yyyy-mm-dd hh24:mi'),5,155);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 04:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:16','yyyy-mm-dd hh24:mi'),6,156);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:24','yyyy-mm-dd hh24:mi'),7,157);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:32','yyyy-mm-dd hh24:mi'),8,158);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:40','yyyy-mm-dd hh24:mi'),9,159);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:24','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:48','yyyy-mm-dd hh24:mi'),10,160);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:32','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:56','yyyy-mm-dd hh24:mi'),11,161);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:40','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:04','yyyy-mm-dd hh24:mi'),12,162);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:48','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:12','yyyy-mm-dd hh24:mi'),13,163);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:20','yyyy-mm-dd hh24:mi'),14,164);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:04','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:28','yyyy-mm-dd hh24:mi'),15,165);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:36','yyyy-mm-dd hh24:mi'),16,166);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:44','yyyy-mm-dd hh24:mi'),17,167);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:52','yyyy-mm-dd hh24:mi'),18,168);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:00','yyyy-mm-dd hh24:mi'),19,169);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:08','yyyy-mm-dd hh24:mi'),20,170);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:16','yyyy-mm-dd hh24:mi'),21,171);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:24','yyyy-mm-dd hh24:mi'),22,172);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:32','yyyy-mm-dd hh24:mi'),23,173);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:40','yyyy-mm-dd hh24:mi'),24,174);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:24','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:48','yyyy-mm-dd hh24:mi'),25,175);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:32','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:56','yyyy-mm-dd hh24:mi'),26,176);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:40','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:04','yyyy-mm-dd hh24:mi'),27,177);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:48','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:12','yyyy-mm-dd hh24:mi'),28,178);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:20','yyyy-mm-dd hh24:mi'),29,179);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:04','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:28','yyyy-mm-dd hh24:mi'),30,180);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:36','yyyy-mm-dd hh24:mi'),31,151);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:44','yyyy-mm-dd hh24:mi'),32,152);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:52','yyyy-mm-dd hh24:mi'),33,153);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:00','yyyy-mm-dd hh24:mi'),34,154);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:08','yyyy-mm-dd hh24:mi'),35,155);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:16','yyyy-mm-dd hh24:mi'),36,156);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:24','yyyy-mm-dd hh24:mi'),37,157);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:32','yyyy-mm-dd hh24:mi'),38,158);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:40','yyyy-mm-dd hh24:mi'),39,159);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:24','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:48','yyyy-mm-dd hh24:mi'),40,160);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:32','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:56','yyyy-mm-dd hh24:mi'),41,161);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:40','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:04','yyyy-mm-dd hh24:mi'),42,162);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:48','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:12','yyyy-mm-dd hh24:mi'),43,163);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:20','yyyy-mm-dd hh24:mi'),44,164);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:04','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:28','yyyy-mm-dd hh24:mi'),45,165);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:36','yyyy-mm-dd hh24:mi'),46,166);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:44','yyyy-mm-dd hh24:mi'),47,167);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:52','yyyy-mm-dd hh24:mi'),48,168);
