insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:19','yyyy-mm-dd hh24:mi'), 1, 1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 08:47','yyyy-mm-dd hh24:mi'), 10, 156);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:28','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:00','yyyy-mm-dd hh24:mi'), 11, 157);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:41','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:13','yyyy-mm-dd hh24:mi'), 12, 158);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:54','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:26','yyyy-mm-dd hh24:mi'), 13, 159);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:07','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:39','yyyy-mm-dd hh24:mi'), 14, 160);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:20','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:52','yyyy-mm-dd hh24:mi'), 15, 161);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:05','yyyy-mm-dd hh24:mi'), 16, 162);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:46','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:18','yyyy-mm-dd hh24:mi'), 17, 163);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:59','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:31','yyyy-mm-dd hh24:mi'), 18, 164);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:12','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:44','yyyy-mm-dd hh24:mi'), 19, 165);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:57','yyyy-mm-dd hh24:mi'), 20, 166);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:38','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:10','yyyy-mm-dd hh24:mi'), 21, 167);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:51','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:23','yyyy-mm-dd hh24:mi'), 22, 168);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:04','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:36','yyyy-mm-dd hh24:mi'), 23, 169);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:17','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:49','yyyy-mm-dd hh24:mi'), 24, 170);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:30','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:02','yyyy-mm-dd hh24:mi'), 25, 171);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:43','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:15','yyyy-mm-dd hh24:mi'), 26, 172);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:56','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:28','yyyy-mm-dd hh24:mi'), 27, 173);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:09','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:41','yyyy-mm-dd hh24:mi'), 28, 174);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:22','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:54','yyyy-mm-dd hh24:mi'), 29, 175);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:07','yyyy-mm-dd hh24:mi'), 30, 176);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:20','yyyy-mm-dd hh24:mi'), 31, 147);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:01','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:33','yyyy-mm-dd hh24:mi'), 32, 148);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:14','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:46','yyyy-mm-dd hh24:mi'), 33, 149);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:27','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:59','yyyy-mm-dd hh24:mi'), 34, 150);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:40','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:12','yyyy-mm-dd hh24:mi'), 35, 151);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:53','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:25','yyyy-mm-dd hh24:mi'), 36, 152);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:06','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:38','yyyy-mm-dd hh24:mi'), 37, 153);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:19','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:51','yyyy-mm-dd hh24:mi'), 38, 154);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:32','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:04','yyyy-mm-dd hh24:mi'), 39, 155);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:17','yyyy-mm-dd hh24:mi'), 40, 156);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:58','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:30','yyyy-mm-dd hh24:mi'), 41, 157);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:11','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:43','yyyy-mm-dd hh24:mi'), 42, 158);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:24','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:56','yyyy-mm-dd hh24:mi'), 43, 159);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:37','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:09','yyyy-mm-dd hh24:mi'), 44, 160);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:50','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:22','yyyy-mm-dd hh24:mi'), 45, 161);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:35','yyyy-mm-dd hh24:mi'), 46, 162);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:16','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:48','yyyy-mm-dd hh24:mi'), 47, 163);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:29','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:01','yyyy-mm-dd hh24:mi'), 48, 164);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:42','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:14','yyyy-mm-dd hh24:mi'), 49, 165);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:27','yyyy-mm-dd hh24:mi'), 50, 166);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:08','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:40','yyyy-mm-dd hh24:mi'), 51, 167);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:21','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:53','yyyy-mm-dd hh24:mi'), 52, 168);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:34','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:06','yyyy-mm-dd hh24:mi'), 53, 169);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:47','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:19','yyyy-mm-dd hh24:mi'), 54, 170);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:00','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:32','yyyy-mm-dd hh24:mi'), 55, 171);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:13','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:45','yyyy-mm-dd hh24:mi'), 56, 172);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:26','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:58','yyyy-mm-dd hh24:mi'), 57, 173);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:39','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:11','yyyy-mm-dd hh24:mi'), 58, 174);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:52','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:24','yyyy-mm-dd hh24:mi'), 59, 175);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:37','yyyy-mm-dd hh24:mi'), 60, 176);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:50','yyyy-mm-dd hh24:mi'), 61, 147);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:31','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:03','yyyy-mm-dd hh24:mi'), 62, 148);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:44','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:16','yyyy-mm-dd hh24:mi'), 63, 149);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:57','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:29','yyyy-mm-dd hh24:mi'), 64, 150);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:10','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:42','yyyy-mm-dd hh24:mi'), 65, 151);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:23','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:55','yyyy-mm-dd hh24:mi'), 66, 152);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:36','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:08','yyyy-mm-dd hh24:mi'), 67, 153);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:49','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:21','yyyy-mm-dd hh24:mi'), 68, 154);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:02','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:34','yyyy-mm-dd hh24:mi'), 69, 155);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:47','yyyy-mm-dd hh24:mi'), 70, 156);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:28','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:00','yyyy-mm-dd hh24:mi'), 71, 157);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:41','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:13','yyyy-mm-dd hh24:mi'), 72, 158);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:54','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:26','yyyy-mm-dd hh24:mi'), 73, 159);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:07','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:39','yyyy-mm-dd hh24:mi'), 74, 160);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:20','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:52','yyyy-mm-dd hh24:mi'), 75, 161);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:05','yyyy-mm-dd hh24:mi'), 76, 162);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:46','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:18','yyyy-mm-dd hh24:mi'), 77, 163);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:59','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:31','yyyy-mm-dd hh24:mi'), 78, 164);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:12','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:44','yyyy-mm-dd hh24:mi'), 79, 165);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:57','yyyy-mm-dd hh24:mi'), 80, 166);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:38','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:10','yyyy-mm-dd hh24:mi'), 81, 167);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:51','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:23','yyyy-mm-dd hh24:mi'), 82, 168);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 23:04','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:36','yyyy-mm-dd hh24:mi'), 83, 169);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 23:28','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 01:00','yyyy-mm-dd hh24:mi'), 84, 170);
